step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,14.2980507701293,0,0.0,0.9699310773155329,0,0.0,0.972543603168363,0,0.0,1.0,0,0.0,1.0,0,0.0,0.972458336693377,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9717698084581748,0,0.0,0.9692656915464253,0,0.0,0.9626016635917629,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.969307440009375,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.86383472836344,0,0.0,0.9794974276945342,0,0.0,0.9783824467826608,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9790452403544322,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9808873223259282,0,0.0,0.9793146688444305,0,0.0,0.9608486209483397,0,0.0,0.9582299456467253,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8934820681248574,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,10.628417075137325,0,0.0,0.7243975889821461,0,0.0,0.914487422341581,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9311244044654144,0,0.0,0.8223264881013215,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5173868631792673,0,0.0,0.6450356234339212,1,1.0,0.7810225828341767,0,0.0,0.9577155071634817,0,0.0,1.0,0,0.0,1.0,0,0.0,0.890991837216931,0,0.0,0.6669885715208104,1,1.0
20.0,8,24.0,0.42857142857142855,10.346546059077232,3,9.0,0.6570223885939496,0,0.0,0.9530528374299556,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9469152483352784,0,0.0,0.9583270608994927,0,0.0,1.0,0,0.0,1.0,3,8.0,0.512241989813155,2,7.0,0.5483531737514639,0,0.0,0.8311854684559533,0,2.0,0.5809344518560056,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9503675886300451,0,0.0,0.9282390369818488,8,26.0
25.0,5,28.0,0.3888888888888889,10.332966019813638,4,27.0,0.5955036513948657,0,0.0,0.9697984766805516,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6460614402866424,0,0.0,0.9256664154327101,0,0.0,0.9717487962564084,0,0.0,1.0,0,4.0,0.6999525573136557,0,3.0,0.6918251930617549,1,1.0,0.8300311529956309,0,2.0,0.9097827033682645,0,2.0,0.42934538811642026,0,4.0,0.424371088124396,0,0.0,0.9606710247545496,0,2.0,0.750617810162625,5,45.0
30.0,11,66.0,0.825,10.040348777610447,6,54.0,0.47266350351078656,0,0.0,0.9752942016046466,0,0.0,1.0,0,0.0,1.0,3,9.0,0.4169488443457438,0,0.0,1.0,0,0.0,0.9631424331942221,0,0.0,1.0,0,0.0,0.889339714138347,0,0.0,0.9580576635546223,0,0.0,0.7278167146630095,0,2.0,0.8389858860641033,0,4.0,0.8953309193962061,0,4.0,0.9257499429703362,0,2.0,0.7597601044338131,2,5.0,0.6156577333454811,11,80.0
35.0,11,38.0,0.3958333333333333,8.779155974977025,2,44.0,0.4292315138735639,0,4.0,0.6538969332153013,0,0.0,1.0,0,0.0,1.0,0,6.0,0.5286385267108218,0,4.0,0.7209719804943423,0,0.0,0.622878746800361,0,0.0,1.0,0,0.0,0.9399998036840143,1,1.0,0.5572872764032895,2,9.0,0.6064673745542987,2,6.0,0.5357824592392175,0,2.0,0.892722403798113,0,4.0,0.9089723695465572,0,2.0,0.8099784550363103,4,20.0,0.42986409685863536,11,102.0
40.0,25,135.0,1.2053571428571428,8.772285628776261,3,16.0,0.510676902975435,2,10.0,0.7032549752910284,0,0.0,0.9004588238156924,0,0.0,0.9695049867793633,0,0.0,0.8977604473113419,0,4.0,0.8664290576465365,1,5.0,0.11035307320532624,0,0.0,1.0,0,0.0,0.9686649117146822,3,13.0,0.5117280236802758,5,26.0,0.3810779451462774,4,25.0,0.001878070796746928,0,0.0,0.9646202602531588,0,0.0,0.9273195824314755,2,7.0,0.7211672762186969,5,45.0,0.3599300677129647,25,151.0
45.0,28,222.0,1.85,7.868371021440551,3,17.0,0.3935989151844717,0,6.0,0.7333794557718166,0,0.0,0.9015502019389707,0,0.0,0.932982699099348,0,0.0,0.8069363221944303,0,4.0,0.9004445468114533,3,17.0,1.34616833377324e-05,0,0.0,1.0,0,0.0,0.9538094811081308,0,6.0,0.4792053184058683,6,55.0,0.2768386901310173,5,52.0,0.07805549436238078,0,0.0,0.9660516694744045,0,2.0,0.26387701970832983,4,22.0,0.47042984024887835,7,78.0,0.39101670075039996,28,259.0
50.0,37,353.0,2.5955882352941178,7.504845824130188,7,36.0,0.438698726528077,2,8.0,0.41862302147077274,0,0.0,0.917645945322193,0,0.0,0.936722637001072,2,4.0,0.6139167039190582,1,5.0,0.40960500379663,3,32.0,0.3896359242935615,0,0.0,0.9533851950952579,0,0.0,0.9421107695869059,0,0.0,0.8363235072316423,8,92.0,0.42221387292542567,5,79.0,0.446534618526559,0,0.0,0.9571358353634803,1,9.0,0.6861776831720778,1,18.0,0.46032654688993746,7,113.0,0.20483545246774076,37,396.0
55.0,41,419.0,2.7933333333333334,7.855264487667434,8,75.0,0.40759745643366746,6,30.0,0.37863872032721635,0,4.0,0.7191954270914322,1,3.0,0.18921428968466358,4,22.0,0.41925050415620646,1,7.0,0.5350374086929737,3,51.0,0.53260219163729,0,0.0,0.9284258377186957,0,0.0,0.9658627647923121,0,0.0,0.9495655079096078,10,134.0,0.4985588204544985,5,104.0,0.5596866252780239,0,0.0,0.7165132846266029,0,4.0,0.8839584175875739,2,7.0,0.5611923239172056,1,93.0,0.48807352322321246,41,534.0
60.0,49,622.0,3.9367088607594938,7.919383273877393,11,124.0,0.3083138269693102,6,60.0,0.3706396342158525,0,4.0,0.7775930076704457,2,13.0,0.5662636153066278,6,54.0,0.3026017251871061,0,0.0,0.5415250656595569,3,66.0,0.7138676432346773,0,0.0,0.975771031382314,0,0.0,0.9512282476537419,0,0.0,0.9458316064692044,12,187.0,0.37736239306540553,5,125.0,0.43290423829936353,2,8.0,0.48346470761878835,0,0.0,0.853373039483534,2,5.0,0.5848258191847501,0,18.0,0.8611272548290754,49,664.0
65.0,49,771.0,4.508771929824562,7.49912659382396,13,183.0,0.3123485584036708,0,46.0,0.41901235113035684,0,8.0,0.787078564470813,0,2.0,0.8828602758987215,8,92.0,0.36102733618780297,0,0.0,0.2194340873301915,3,81.0,0.6990752234458676,0,2.0,0.4071575470990934,0,4.0,0.7663404806518969,0,0.0,0.9878810499458962,13,249.0,0.26507955390480636,5,150.0,0.14970686775030337,0,5.0,0.6072612029760586,0,0.0,0.9291075946751759,4,23.0,0.612110706518927,3,25.0,0.5518275217244525,49,870.0
70.0,51,581.0,3.1748633879781423,7.19223877833815,15,251.0,0.28227240376256657,3,11.0,0.4601893039157064,2,11.0,0.4899428968570809,0,0.0,0.8603568551823623,4,86.0,0.444226080856774,0,4.0,0.7292854631792454,4,97.0,0.21340781555444854,0,4.0,0.9490744985512605,0,4.0,0.8742403316856653,0,0.0,0.8403465521470478,9,236.0,0.3345904638947332,0,98.0,0.37142225873664386,0,2.0,0.7089674955540027,0,0.0,0.9353449333920182,7,52.0,0.5504857784343086,7,53.0,0.39819056893694244,51,909.0
75.0,46,418.0,2.223404255319149,7.041818744417007,12,259.0,0.2759811956497246,0,12.0,0.4536287986858162,6,35.0,0.5443032176247897,1,1.0,0.4866601355389032,2,32.0,0.5907429328578497,0,4.0,0.8568339106112461,9,134.0,0.0016091303020978396,0,4.0,0.9258537676796911,0,2.0,0.8268353711322924,2,5.0,0.6062403863011413,3,146.0,0.3431974051613964,1,7.0,0.685434364948044,0,4.0,0.9029283124391595,0,0.0,0.9283336389434667,8,90.0,0.23918823491075034,2,43.0,0.12018652051769599,46,778.0
80.0,45,434.0,2.2142857142857144,7.338686197143878,5,183.0,0.3536903567543871,0,4.0,0.8339133540563285,6,61.0,0.5525585817800704,5,17.0,0.2872703957778448,2,23.0,0.5638620092583938,0,4.0,0.8611272768791819,10,184.0,0.20825004623100268,0,0.0,0.9005467925227373,2,7.0,0.5884646834925665,0,0.0,0.7622635432194308,1,99.0,0.362535872740108,0,8.0,0.8352836124692323,0,4.0,0.9214165718109915,0,2.0,0.37439795352415023,10,140.0,0.21287903843898368,4,17.0,0.183364130834645,45,753.0
