step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.657770239002222,0,0.0,0.9634514835482895,0,0.0,0.9582732318046763,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9646847993179812,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.960517457991091,0,0.0,0.956363924099097,0,0.0,0.9579504629809412,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9585051934848852,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.081602559083157,0,0.0,0.9087243909730022,0,0.0,0.9721748723588983,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8923892826780624,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9714061983489864,0,0.0,0.9667277371232024,0,0.0,0.966992295956091,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9685912747457661,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,12.415534763709399,1,1.0,0.7472563467658597,0,0.0,0.8436033147062358,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9866580202291763,0,0.0,0.7999905031804755,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9656379298052905,0,0.0,0.9353029026509028,0,0.0,0.9719720456153749,0,0.0,0.9414190268495052,0,0.0,0.9566827715058903,0,0.0,0.9936915470868017,0,0.0,0.9698243313445772,0,0.0,0.9939682510801544,1,1.0
20.0,4,14.0,0.25,11.939842209205436,3,12.0,0.6594656617964124,0,0.0,0.9423866357394223,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9496480300397082,0,0.0,0.956781102234581,0,0.0,1.0,0,0.0,1.0,1,2.0,0.7630016149145188,0,0.0,0.9519084386232106,0,0.0,0.9642496427312982,0,0.0,0.9337764675658335,0,0.0,0.9760389808919472,0,0.0,0.9647676470208423,0,0.0,0.9595174624423531,0,0.0,0.9477893499883746,4,14.0
25.0,5,37.0,0.5138888888888888,11.44271379612484,4,30.0,0.6180968515150249,0,0.0,0.8993140555027943,0,0.0,0.9387439955508025,0,0.0,1.0,0,0.0,0.9915378303967665,0,0.0,0.9768563009376927,0,0.0,0.9701716262612464,0,0.0,1.0,1,7.0,0.6443396058723787,0,0.0,0.9713376949700498,0,0.0,0.9601628673560629,0,0.0,0.8939556638343192,0,0.0,1.0,0,0.0,0.8713302706453852,0,0.0,0.9918931505186908,0,0.0,0.8525046995198085,5,37.0
30.0,8,15.0,0.1875,9.579251576445007,1,20.0,0.5521050096567416,2,3.0,0.6559851438865206,0,0.0,0.9274618666240697,0,0.0,0.5217712062225281,1,2.0,0.6570738955215412,0,0.0,0.9363976693780677,0,0.0,0.9321269265855479,0,0.0,1.0,0,2.0,0.7343416235497046,0,0.0,0.9830649133983642,0,4.0,0.781320708548256,1,3.0,0.74506677093618,0,3.0,0.5357214688190493,0,0.0,0.8490431591648393,1,1.0,0.5979728445678608,2,4.0,0.6186450029337109,8,42.0
35.0,16,68.0,0.7083333333333334,9.450186837098098,2,10.0,0.6217364469974398,5,21.0,0.47310689528055666,0,4.0,0.5922350155936118,0,0.0,0.9590356158922528,3,11.0,0.5398132031390328,0,0.0,0.9921290855897849,0,0.0,0.9548802018653606,0,0.0,0.9950676211094984,0,0.0,0.961311070010338,0,0.0,0.9614139076893823,1,5.0,0.8080387369118877,3,14.0,0.506973651635111,0,3.0,0.9321560514423992,0,0.0,0.958140295308376,2,11.0,0.5823317685517182,0,0.0,0.5487918663378382,16,79.0
40.0,21,124.0,1.1071428571428572,8.92887179373778,1,6.0,0.6751948081751186,5,50.0,0.4229099776559679,0,4.0,0.9056580360684936,0,0.0,0.9444463168792205,0,4.0,0.6408518419324299,0,4.0,0.4364693284742609,0,0.0,0.9401824397393949,0,0.0,0.9256849264771001,0,0.0,0.9505017355913641,0,0.0,0.9745655229903989,2,13.0,0.7566742891753181,6,36.0,0.43113843275580876,0,3.0,0.9006286069691462,2,2.0,0.5396389108388362,4,25.0,0.3793185008072222,1,5.0,0.3961484523535485,21,152.0
45.0,17,84.0,0.7,8.640712970269613,3,9.0,0.6828639065556869,1,39.0,0.6720153228691971,0,4.0,0.8658535548004528,0,0.0,0.9677212018253326,0,0.0,0.9684250235785914,0,7.0,0.7508726093985242,1,1.0,0.5670168701398861,0,0.0,0.9432004701508596,0,4.0,0.774247046201569,0,0.0,0.9409854516525346,2,7.0,0.4704975125382503,0,31.0,0.5001307195770243,0,4.0,0.696032734910458,3,15.0,0.48051530402366394,7,54.0,0.34788314530813763,0,3.0,0.3904386385411608,17,178.0
50.0,24,146.0,1.0735294117647058,9.003874931673236,1,7.0,0.6122781356501534,3,14.0,0.7226694510105336,2,8.0,0.5210530585466345,0,4.0,0.5312374185714637,0,0.0,0.9684713069977412,0,7.0,0.9003108725342002,2,10.0,0.0030555130411598296,0,0.0,0.9442192442180851,0,4.0,0.9401139770085387,0,0.0,0.9852724643979369,6,29.0,0.33621375373122203,2,9.0,0.6220432140957053,0,4.0,0.9174988626774536,0,9.0,0.5543885381696859,8,91.0,0.2940598481342152,0,0.0,1.0,24,196.0
