step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.963573081000877,0,0.0,0.9767709101445778,0,0.0,0.9799700127253133,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9766664791247612,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9791307335165786,0,0.0,0.9772581283781929,0,0.0,0.976883632746504,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9767030211908427,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.263916863471863,0,0.0,0.9323347678643644,0,0.0,0.949677333586969,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9526882569197299,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9531686696102855,0,0.0,0.9425121972299383,0,0.0,0.9510153513111759,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9453669134955681,0,0.0,1.0,0,0.0
15.0,4,8.0,0.2,11.176901900996548,1,2.0,0.7689723342581268,0,0.0,0.958865313218832,0,0.0,1.0,0,0.0,1.0,1,2.0,0.5927158957078984,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9583935660797764,0,0.0,0.9479467981024425,1,2.0,0.6712015227813758,0,0.0,0.9610182302006273,0,0.0,0.9691013745879085,0,0.0,0.9564067982863059,1,2.0,0.7454996652770501,0,0.0,1.0,4,8.0
20.0,3,14.0,0.25,11.202522270230316,3,14.0,0.6574115507320544,0,0.0,0.975818399089816,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7389928796595145,0,3.0,0.4624966648919625,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9442233800017912,0,0.0,0.9657521743633923,0,1.0,0.8484225528602242,0,3.0,0.677545169492023,0,0.0,0.9473931720822241,0,0.0,0.9404169993260026,0,0.0,0.8313944469926756,0,2.0,0.6386189557222035,3,23.0
25.0,4,31.0,0.4305555555555556,12.155107149588332,4,31.0,0.5633125803683925,0,0.0,0.9563881377024138,0,0.0,0.9691013745879085,0,0.0,0.9989731284167545,0,0.0,0.9693150132821411,0,3.0,0.9400287395146594,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9799549471206705,0,0.0,0.9386849591944263,0,0.0,0.8926253209727985,0,3.0,0.9303959643739671,0,0.0,0.977083131397837,0,0.0,0.9418964118891043,0,0.0,0.9788999328261849,0,2.0,0.9439634897167261,4,39.0
30.0,7,60.0,0.75,11.261421532536524,6,58.0,0.4710227751576067,0,0.0,0.9397443748066093,0,0.0,0.9529974593368843,0,0.0,0.9400405222424864,0,0.0,0.9396707987393139,0,2.0,0.9347800820756167,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9430442029402648,0,0.0,0.9460558712169971,0,0.0,0.8467533573556894,0,3.0,0.9185305113091118,0,0.0,0.9390463808296764,0,0.0,0.945325911278422,1,4.0,0.6312992915994986,0,2.0,0.8895478710004234,7,69.0
35.0,12,31.0,0.3229166666666667,9.230381769443463,3,48.0,0.4565850120345714,0,4.0,0.7690861237813335,0,0.0,0.9383561582953988,0,0.0,0.9259310956126218,0,0.0,0.6343182829632624,1,1.0,0.3253501039761228,0,0.0,0.958618554582851,0,0.0,0.9923800812842412,0,0.0,0.9166795034178205,0,0.0,0.9524063386729634,2,6.0,0.6259215221561824,2,6.0,0.5403789992205011,0,0.0,0.9505168579788948,0,0.0,0.9453910215673956,2,12.0,0.6593356808871261,2,6.0,0.5150583489463099,12,83.0
40.0,21,101.0,0.9017857142857143,9.134024539359167,3,18.0,0.5755402594125676,0,4.0,0.8938702002279012,0,0.0,0.9290841369801972,0,0.0,0.9724693920460584,0,0.0,0.6966900827189352,4,18.0,0.33792065417756423,0,0.0,0.8237317438420709,0,0.0,0.939466232032961,0,0.0,0.9395319685381368,0,0.0,0.9510965843501481,0,1.0,0.5651227392353775,5,30.0,0.37710220487604684,0,0.0,0.938778895961979,0,0.0,0.9211792880464955,4,29.0,0.5840592664371397,5,27.0,0.27053736911916354,21,127.0
45.0,27,205.0,1.7083333333333333,9.133332092913378,3,14.0,0.42473650961037296,0,4.0,0.9057373540662201,0,0.0,0.9549013854001988,0,0.0,0.9654722867369209,0,0.0,0.9534342852878231,4,38.0,0.6186940754470434,1,4.0,0.5446953752038897,0,0.0,0.9250234041702837,0,0.0,0.9584475343920937,0,0.0,0.9153117578604815,1,7.0,0.6475559895077122,6,59.0,0.5165913889081424,0,0.0,0.9383947301876692,0,0.0,0.9042384144847646,7,54.0,0.3571802379939551,5,52.0,0.41962009609909035,27,232.0
50.0,32,348.0,2.5588235294117645,8.71060093068182,5,31.0,0.46623867966754307,2,6.0,0.44225358821792093,0,0.0,0.938363285348786,0,0.0,0.9310837449208437,0,0.0,0.8197868733640977,4,58.0,0.5465414096799486,2,13.0,0.6308663708924492,0,0.0,0.7869632544428808,0,0.0,0.9214935424934398,0,0.0,0.9610383064094248,0,4.0,0.8314814907850344,6,89.0,0.5067298980698475,0,0.0,0.9455529714779927,0,0.0,0.9088857960327754,8,94.0,0.24792400573347928,5,77.0,0.47210809458677155,32,372.0
55.0,40,461.0,3.0939597315436242,7.457229749597271,2,35.0,0.506073009204301,0,10.0,0.48915088325608497,0,0.0,0.9577627644218779,0,0.0,0.9363378266631134,2,7.0,0.7154145585664421,6,82.0,0.34795175542216594,2,2.0,0.41299195126804494,1,7.0,0.6165835426758071,0,4.0,0.7779445941316873,0,0.0,0.9592064775824698,2,9.0,0.6942465643554234,10,127.0,0.21107515101170737,0,0.0,0.9411630611644247,0,0.0,0.9095307963266527,10,142.0,0.2612793660122743,5,102.0,0.3572961372606286,40,527.0
