step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.210150236366818,0,0.0,0.9835876854474359,0,0.0,0.9848308886152923,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9809387254128205,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.985184878991884,0,0.0,0.982082633435138,0,0.0,0.9853204534512207,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.985793962494608,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.367436146396763,0,0.0,0.97378102367161,0,0.0,0.9750217426320633,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9706155690040787,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9759892711170077,0,0.0,0.9722988196122406,0,0.0,0.9003887017555221,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9660351580406165,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.711925903586343,0,0.0,0.7631311052722042,0,0.0,0.7045523501955179,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9292459989527504,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9293683444131582,0,0.0,0.7679056828177541,0,0.0,0.9342216808140523,0,0.0,0.7127275553084934,0,0.0,0.9257053666504296,0,0.0,1.0,0,0.0,0.9437985077151132,0,0.0,0.8675576677560197,0,0.0
20.0,8,18.0,0.32142857142857145,10.689212592238734,3,6.0,0.6657925246530623,3,8.0,0.6158507797719414,0,0.0,1.0,0,0.0,1.0,0,0.0,0.965206073935356,0,0.0,0.9147353837772774,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7073777581444585,2,4.0,0.4458276264441559,0,0.0,0.9423159667660541,0,0.0,0.9681129070971238,0,0.0,0.9646834728952245,0,0.0,1.0,0,0.0,0.9492571675015634,0,0.0,0.9717404060381272,8,18.0
25.0,2,8.0,0.1111111111111111,9.889605562310964,0,5.0,0.6686262976073251,0,5.0,0.7374777026769539,0,0.0,0.7980826433547189,0,0.0,1.0,0,0.0,0.935447870704398,0,0.0,0.9094585731073068,0,0.0,1.0,0,0.0,1.0,2,8.0,0.5193385443635539,0,6.0,0.6232422068725146,0,2.0,0.8704903860426667,0,4.0,0.708531613570948,0,0.0,0.9530519651983614,0,4.0,0.4954373597876077,0,0.0,0.7910321611840585,0,0.0,0.5968513841723475,2,34.0
30.0,9,26.0,0.325,9.434821735805965,2,6.0,0.7095018444960945,2,3.0,0.5198572721538233,0,0.0,0.9694300159843328,0,0.0,1.0,0,0.0,0.8466738671231653,0,0.0,0.6924900346006161,0,0.0,1.0,0,0.0,1.0,0,2.0,0.573315164481174,0,0.0,0.9426304213177702,0,4.0,0.9378850576757524,2,9.0,0.7024310557998393,0,4.0,0.36680528250751765,0,4.0,0.8459039650932548,1,4.0,0.43507025875823846,2,8.0,0.1515667169945167,9,44.0
35.0,8,33.0,0.34375,9.378490145681988,4,21.0,0.5858806252452865,0,1.0,0.6424770753323462,0,4.0,0.5813672900029352,0,0.0,1.0,1,4.0,0.5618214457524592,3,8.0,0.17634119562380932,0,0.0,0.9209333391877033,0,0.0,1.0,0,4.0,0.773604187208718,0,0.0,0.9327199033914201,0,4.0,0.8733288526772154,0,5.0,0.7324477861728761,0,6.0,0.7897155326321965,0,4.0,0.8297479275625866,0,3.0,0.6201485933825303,0,7.0,0.3671224380377964,8,71.0
40.0,17,64.0,0.5714285714285714,9.054919191353807,1,16.0,0.5789316938950136,2,9.0,0.5429863212715254,0,4.0,0.9361492291221313,0,0.0,1.0,3,15.0,0.4242301136303706,6,31.0,0.0006172112139750371,0,0.0,0.9790195627684428,0,0.0,1.0,0,4.0,0.9432796242660048,0,0.0,0.9887328950329406,2,6.0,0.6177331154861543,2,7.0,0.23599453935707249,0,8.0,0.9244983368151278,1,5.0,0.47736079173319707,0,0.0,0.94818790777188,0,4.0,0.8394077614569337,17,109.0
45.0,20,104.0,0.8666666666666667,8.661680478431707,3,14.0,0.6229382732784297,0,5.0,0.7621316737379186,0,4.0,0.8742257706982116,0,3.0,0.5116817990623912,5,38.0,0.36850787812546737,0,28.0,0.16401119777579237,0,4.0,0.7109524038410401,0,0.0,1.0,0,4.0,0.8821487481547283,0,0.0,0.7807140435546823,4,23.0,0.37209048803966566,7,36.0,0.10885621142363246,0,4.0,0.8768830989866627,0,1.0,0.23717440247373803,1,1.0,0.790342139006913,0,4.0,0.8977338638258088,20,169.0
50.0,18,80.0,0.5882352941176471,8.219285411413278,2,9.0,0.5229904189589651,0,4.0,0.8745811464670875,0,0.0,0.9354145935139926,0,3.0,0.8800625737672281,0,28.0,0.47132325580507606,0,4.0,0.44258418549087963,0,4.0,0.8210894262491198,0,0.0,1.0,1,2.0,0.5713636643031915,2,6.0,0.6339416148404708,5,52.0,0.28287959215778863,1,38.0,0.5379549106224792,2,6.0,0.37501438908285667,0,0.0,0.45199821885452807,3,10.0,0.6318927007113332,2,11.0,0.28739579487745925,18,177.0
