step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.434388501075823,0,0.0,0.9670869208638369,0,0.0,0.9702158750600081,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9669189969441032,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9647511548918206,0,0.0,0.9689722880499068,0,0.0,0.9673799246325613,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9628883297102901,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.91514026812219,0,0.0,0.9161067228463248,0,0.0,0.9656683198539702,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9649330284773965,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9664984239851776,0,0.0,0.9685512124660042,0,0.0,0.964125338512588,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.961991622440644,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.797498172801038,0,0.0,0.759838246533645,0,0.0,0.8306795871732352,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9271920476664187,0,0.0,0.8555556216206477,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7573241519665493,0,0.0,0.8146835700194329,0,0.0,0.9443385646266202,0,0.0,0.9712950970003787,0,0.0,1.0,0,0.0,0.9245518259170239,0,0.0,0.9431352518551382,0,0.0,0.9770298399627041,0,0.0
20.0,4,13.0,0.23214285714285715,11.095669486198558,2,6.0,0.6924015565766988,0,0.0,0.9694275720153822,0,0.0,1.0,0,0.0,1.0,0,0.0,0.960152725838972,0,0.0,0.9659793580331101,0,0.0,1.0,0,0.0,1.0,1,5.0,0.5167854423679984,1,2.0,0.6404505449378247,0,0.0,0.9628208387497843,0,0.0,0.9143982478245107,0,0.0,1.0,0,0.0,0.9284989822015705,0,0.0,0.9360586174311236,0,0.0,0.9319494213398173,4,13.0
25.0,3,5.0,0.06944444444444445,9.567108552826065,1,4.0,0.6299355546870811,0,0.0,0.8614435784022347,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9557530029653403,0,0.0,0.8126717904521902,0,0.0,1.0,0,0.0,1.0,0,3.0,0.648662836074738,0,1.0,0.7126745267367308,1,1.0,0.7636489621367477,0,0.0,0.7323676334442784,0,4.0,0.5209299920584427,0,4.0,0.2798336709178549,1,2.0,0.6107242159074181,0,0.0,0.8384480063821058,3,19.0
30.0,16,59.0,0.7375,9.326044143183115,3,14.0,0.6390702788476189,2,3.0,0.5079436628761641,0,0.0,1.0,0,0.0,1.0,1,2.0,0.7220630890719946,2,6.0,0.4959078797651665,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9651016891397134,0,0.0,0.940322436195914,1,10.0,0.7447219820368517,2,6.0,0.6272267319195215,0,4.0,0.8885246178518232,1,9.0,0.8053159889307732,3,14.0,0.37566668971151823,1,3.0,0.6992953961511968,16,71.0
35.0,23,130.0,1.3541666666666667,8.328183930484748,5,35.0,0.5202285655524496,3,17.0,0.5533596914529714,0,0.0,1.0,0,2.0,0.41117141271132024,2,10.0,0.55032951720483,0,2.0,0.45277231560656506,0,4.0,0.4089178317492923,0,0.0,1.0,2,3.0,0.6401996566852705,0,0.0,0.9409035771881226,3,22.0,0.700177473908865,0,3.0,0.5938409384860205,0,8.0,0.7803421718302082,0,4.0,0.9244019551864474,5,35.0,0.3450386169963566,3,12.0,0.24743792356922564,23,157.0
40.0,27,193.0,1.7232142857142858,7.841514682846914,1,28.0,0.5028473545878771,3,36.0,0.5285496677532368,0,0.0,1.0,0,2.0,0.9570256285511274,0,3.0,0.6259725546389135,0,4.0,0.7607324452224431,0,4.0,0.9090311227858713,0,0.0,1.0,3,15.0,0.48642844744435054,0,0.0,0.834813586804667,5,40.0,0.5174296252879341,3,7.0,0.4798280102199145,2,12.0,0.4498186749068642,0,0.0,0.9540197238347711,7,65.0,0.4183411127818179,3,27.0,0.0,27,243.0
45.0,29,263.0,2.191666666666667,8.00990096392763,3,15.0,0.5881656921486296,3,51.0,0.6779606419536613,0,4.0,0.4841555465932992,0,2.0,0.933976201508889,0,0.0,0.9223521902009855,0,4.0,0.8118443255627836,0,4.0,0.9358393080513154,0,0.0,1.0,0,8.0,0.5242962086714115,2,5.0,0.5234943981494604,7,72.0,0.2660011663917698,0,5.0,0.5605419322845159,5,36.0,0.3876185931332879,0,0.0,0.8322805000192883,9,103.0,0.4928811244277084,0,14.0,0.4286869783827471,29,323.0
50.0,24,237.0,1.7426470588235294,8.150191779316293,3,14.0,0.514687071610125,3,66.0,0.6797980102243381,0,8.0,0.7923731148379064,0,0.0,0.9068523406201331,0,0.0,0.9461367226271857,0,4.0,0.8802833011056662,0,2.0,0.1598676302478023,0,0.0,0.9579376962762857,0,0.0,0.9784413033491917,0,0.0,0.6923728630674383,3,67.0,0.32835377765955365,0,4.0,0.716437831969094,2,34.0,0.4779599706910095,2,7.0,0.380915843375521,11,152.0,0.42096546946302144,0,4.0,0.8557160136811707,24,362.0
