step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.182997476076707,0,0.0,0.8421342831547133,0,0.0
20.0,0,0.0,0.0,14.391965250101435,0,0.0,0.9830459904046889,0,0.0
25.0,0,0.0,0.0,14.39929158325403,0,0.0,0.9851998469820717,0,0.0
30.0,0,0.0,0.0,13.8136586550226,0,0.0,0.9757606148705293,0,0.0
35.0,0,0.0,0.0,13.418651867648515,0,0.0,0.966554010257709,0,0.0
40.0,0,0.0,0.0,13.214331155158314,0,0.0,0.9810674286283027,0,0.0
45.0,0,0.0,0.0,13.07557517100336,0,0.0,0.9654273771031879,0,0.0
50.0,0,0.0,0.0,13.234147675815528,0,0.0,0.9757129610752502,0,0.0
55.0,0,0.0,0.0,12.741955479936518,0,0.0,0.9382334428979218,0,0.0
60.0,0,0.0,0.0,12.890789899006972,0,0.0,0.9564472314658963,0,0.0
65.0,1,1.0,0.08333333333333333,11.756944196267591,1,1.0,0.8810662722520132,1,1.0
70.0,1,6.0,0.5,11.288600333911916,1,6.0,0.8453813255763326,1,6.0
75.0,2,15.0,1.0714285714285714,11.070813094107164,2,15.0,0.832736081744242,2,15.0
80.0,1,16.0,1.1428571428571428,11.269724469979911,1,24.0,0.8469128919787824,1,24.0
85.0,1,21.0,1.3125,11.479508070647277,1,21.0,0.8968780082269597,1,21.0
90.0,1,26.0,1.625,11.850096126652437,1,26.0,0.90516586736386,1,26.0
95.0,1,31.0,1.55,11.234808543976392,1,31.0,0.8182648186625389,1,31.0
100.0,3,42.0,1.75,11.023204717968275,3,42.0,0.7964631853623971,3,42.0
105.0,3,57.0,2.111111111111111,11.076674573111099,3,58.0,0.8049366072926903,3,58.0
110.0,4,75.0,2.586206896551724,10.757326872412726,4,75.0,0.7957557346623031,4,75.0
115.0,5,97.0,3.3448275862068964,10.875268405944817,5,97.0,0.792446626552623,5,97.0
120.0,5,122.0,4.066666666666666,10.037541763835135,5,122.0,0.7173189824903656,5,122.0
125.0,7,157.0,4.617647058823529,9.952209920823767,7,157.0,0.7121175411507521,7,157.0
130.0,8,196.0,5.6,9.971769363130857,8,196.0,0.7092892483289762,8,196.0
135.0,8,236.0,6.2105263157894735,10.306708970746769,8,236.0,0.7352785547478148,8,236.0
140.0,7,237.0,5.780487804878049,9.801223191322906,7,275.0,0.6944847184642486,7,275.0
145.0,9,279.0,6.488372093023256,9.899366248111612,9,279.0,0.7243633677020856,9,279.0
150.0,8,315.0,7.0,9.510993550545153,8,323.0,0.6850548269074193,8,323.0
155.0,12,369.0,8.021739130434783,9.068711950802475,12,369.0,0.6423858996384413,12,369.0
160.0,12,424.0,8.153846153846153,8.805493803251695,12,435.0,0.6164739616685238,12,435.0
165.0,15,496.0,8.857142857142858,8.994719848908337,15,496.0,0.6321380949131815,15,496.0
170.0,17,577.0,9.779661016949152,9.082742793453628,17,577.0,0.62883233961634,17,577.0
175.0,17,662.0,10.507936507936508,9.399161342763023,17,662.0,0.6382195659764283,17,662.0
180.0,17,747.0,10.985294117647058,9.435088449753048,17,747.0,0.6491334977302604,17,747.0
185.0,19,839.0,11.816901408450704,9.517446363014125,19,839.0,0.647010827303084,19,839.0
190.0,20,937.0,12.168831168831169,9.484838803175863,20,938.0,0.6413737745687765,20,938.0
195.0,16,588.0,7.170731707317073,9.475910570316595,16,1037.0,0.6439443540790584,16,1037.0
200.0,6,133.0,1.5833333333333333,9.837917849227509,6,349.0,0.7515504468485539,6,349.0
205.0,10,153.0,1.8433734939759037,9.999723251143479,10,387.0,0.7186068714425541,10,387.0
210.0,14,217.0,2.5232558139534884,10.47254784136159,14,433.0,0.7322044779044491,14,433.0
215.0,15,289.0,3.10752688172043,10.868825352188685,15,505.0,0.7317291184954139,15,505.0
220.0,10,265.0,2.676767676767677,10.802065924392245,10,575.0,0.709702803320462,10,575.0
225.0,10,225.0,2.2058823529411766,10.519318781083268,10,267.0,0.7280232450886357,10,267.0
230.0,18,151.0,1.3981481481481481,10.210260438172062,18,346.0,0.663263726551677,18,346.0
235.0,20,230.0,2.0720720720720722,10.258601910949517,20,278.0,0.6681482527198168,20,278.0
240.0,25,274.0,2.3220338983050848,10.188024678982616,25,393.0,0.6438739545721496,25,393.0
245.0,28,392.0,3.2666666666666666,9.938013569861107,28,440.0,0.6196658451957623,28,440.0
250.0,34,551.0,4.408,9.478493580175007,34,599.0,0.5716411453663593,34,599.0
255.0,37,716.0,5.637795275590551,9.425046015449121,37,779.0,0.5681938462396391,37,779.0
260.0,40,911.0,7.1171875,9.080048180172096,40,953.0,0.5654648887918519,40,953.0
265.0,34,871.0,6.8046875,8.631708656555684,34,1148.0,0.5419815416891636,34,1148.0
270.0,18,388.0,2.9846153846153847,8.416088215311557,18,823.0,0.5628029842650454,18,823.0
275.0,23,435.0,3.246268656716418,8.539260261090456,23,917.0,0.5567584200348297,23,917.0
280.0,40,600.0,4.444444444444445,8.34073502942663,40,1078.0,0.5297697947768805,40,1078.0
285.0,44,503.0,3.5174825174825175,8.35944530416009,44,1231.0,0.5282662072811821,44,1231.0
290.0,36,380.0,2.5850340136054424,8.278841712025326,36,1011.0,0.5454088625549638,36,1011.0
